nearc4,educ,black,smsa,south,married,exper,lwage
1,14,0,1,0,1,4,6.01859283447266
1,13,0,1,0,1,13,7.19967794418335
1,12,0,0,0,1,16,6.57367992401123
1,10,1,1,0,4,16,5.25749492645264
1,16,1,1,0,6,10,6.68085479736328
1,16,1,1,0,1,12,6.82871198654175
1,15,1,1,0,6,5,5.48063898086548
1,13,0,1,0,1,6,6.43775177001953
1,8,0,1,0,1,10,6.93244791030884
1,12,1,0,1,1,10,6.22059011459351
1,16,0,1,0,1,6,6.13556480407715
1,16,0,0,0,1,3,6.16541814804077
1,15,0,1,1,4,5,6.21460819244385
1,12,0,0,0,1,16,6.90775489807129
1,13,0,0,0,1,15,6.49677515029907
1,15,0,1,0,1,13,6.56103086471558
1,16,0,1,1,1,9,6.83303213119507
1,12,0,0,0,1,6,5.70378303527832
1,15,0,1,0,1,6,5.89989805221558
1,12,0,1,0,1,12,6.46925020217896
1,18,0,0,0,1,1,6.13556480407715
1,18,0,1,0,1,9,6.93342304229736
1,12,0,1,0,1,6,6.26339817047119
1,18,0,1,0,6,5,5.92692613601685
1,18,0,1,0,1,10,7.33823776245117
1,18,0,1,0,5,9,6.82762908935547
1,13,0,1,0,4,7,6.34212207794189
1,14,0,1,0,6,5,6.39693021774292
1,15,0,1,0,1,6,6.58063888549805
1,17,0,1,0,6,1,7.01750612258911
1,14,0,1,0,1,7,6.56807804107666
1,16,0,1,0,1,7,6.69456195831299
1,11,0,1,0,1,10,6.82979393005371
1,9,0,1,0,4,10,6.30991792678833
1,12,0,1,0,6,8,5.60211896896362
1,7,0,1,0,1,19,6.72503423690796
1,12,0,1,0,1,12,7.09007692337036
1,14,0,1,0,1,13,6.36475086212158
1,17,1,1,0,1,11,6.5308780670166
1,18,1,1,0,1,8,6.90775489807129
1,13,1,1,0,6,5,6.28599786758423
1,12,1,1,0,1,10,6.53669214248657
1,12,0,1,0,6,10,6.21460819244385
1,13,0,1,0,1,14,6.62007284164429
1,17,0,1,1,1,6,6.81673622131348
1,15,0,1,0,6,3,6.39693021774292
1,16,0,1,0,6,2,6.35784196853638
1,12,0,1,0,1,8,6.39859485626221
1,12,0,1,0,1,13,6.35784196853638
1,12,0,1,0,5,14,6.51767110824585
1,18,1,1,0,1,3,6.15909481048584
1,14,0,1,0,1,4,5.85793304443359
1,15,0,1,0,1,11,6.42971897125244
1,16,0,1,0,6,2,5.93489408493042
1,16,0,1,0,6,3,5.49306201934814
1,12,0,1,0,4,8,6.62007284164429
1,18,0,0,0,1,6,6.08904504776001
1,14,0,1,0,6,9,6.53378915786743
1,18,0,0,0,1,1,6.21660614013672
1,12,0,1,0,6,11,5.99146509170532
1,12,0,1,0,1,8,6.88857316970825
1,14,0,1,1,1,10,6.47543287277222
1,12,0,1,0,1,14,6.43775177001953
1,16,1,1,0,1,6,6.56103086471558
1,12,0,1,0,4,11,6.94985580444336
1,12,0,1,0,1,9,6.63463401794434
1,13,0,0,0,1,6,6.2614917755127
1,13,1,1,0,1,8,6.3543701171875
1,14,1,1,0,6,6,6.76273012161255
1,12,1,1,0,1,10,6.56948089599609
1,16,0,1,0,1,5,6.5117449760437
1,12,0,1,0,1,7,6.49526500701904
1,14,0,1,0,1,9,6.29710912704468
1,13,0,1,0,6,6,6.26339817047119
1,12,0,1,0,1,10,6.46146821975708
1,12,0,1,0,6,8,5.69373178482056
1,8,1,1,0,5,19,6.85329914093018
1,12,1,1,0,1,16,6.21460819244385
1,13,1,1,0,4,6,6.42971897125244
1,12,1,1,0,1,7,5.62401819229126
1,10,0,0,1,1,10,5.48063898086548
1,10,0,0,1,6,9,5.48063898086548
1,12,0,1,0,1,15,6.13556480407715
1,12,1,1,0,6,9,6.00141477584839
1,12,1,1,0,1,7,6.10924816131592
1,12,1,1,0,6,6,5.52146100997925
1,11,1,1,0,4,9,6.58892583847046
1,12,1,1,0,1,6,6.50278997421265
1,12,1,1,0,4,10,6.86901378631592
1,14,0,1,0,6,7,6.62007284164429
1,14,0,1,0,6,5,6.50278997421265
1,17,0,0,0,1,11,6.53958606719971
1,12,1,1,0,1,7,6.14203691482544
1,12,1,1,0,5,12,6.46302890777588
1,11,1,1,0,1,12,6.56526517868042
1,13,1,1,0,6,6,6.05208921432495
1,12,0,1,0,1,9,6.72503423690796
1,12,0,1,0,1,8,5.73010015487671
1,16,0,1,0,4,7,6.43775177001953
1,16,0,1,0,1,10,7.27378702163696
1,16,0,1,0,1,3,6.5117449760437
1,17,0,1,0,1,5,7.20489311218262
1,17,0,1,0,4,10,5.99146509170532
1,9,0,0,0,1,19,6.24997520446777
1,14,0,1,0,1,6,6.12249279022217
1,17,0,1,1,1,10,6.01371479034424
1,18,0,1,0,6,10,6.32614898681641
1,12,1,1,0,1,6,5.43807888031006
1,17,0,1,0,6,4,6.93342304229736
1,12,0,1,0,1,9,6.98656702041626
1,14,0,1,0,1,4,7.09174203872681
1,17,0,0,0,1,2,5.796058177948
1,18,0,1,0,6,3,6.17586708068848
1,18,0,1,1,6,0,6.5117449760437
1,17,0,1,0,6,8,7.42833280563354
1,16,0,1,0,1,12,7.15617704391479
1,12,0,1,0,6,6,6.35784196853638
1,18,0,1,0,6,3,6.0958251953125
1,16,1,1,0,6,6,6.17586708068848
1,12,1,1,0,6,6,6.14632892608643
1,6,0,1,0,1,19,6.50428819656372
1,15,0,1,0,1,6,5.65599203109741
1,18,0,1,0,1,9,6.35784196853638
1,14,0,1,0,1,9,6.58063888549805
1,12,0,1,0,1,7,6.13556480407715
1,15,0,1,0,1,4,6.62007284164429
1,12,0,1,0,6,6,5.29831695556641
1,12,0,1,0,1,9,6.47697305679321
1,18,0,1,0,6,4,6.17586708068848
1,11,0,1,0,1,7,6.39693021774292
1,16,0,1,1,1,6,6.64509105682373
1,17,0,1,0,1,4,6.65286302566528
1,16,0,1,0,1,2,6.46302890777588
1,14,0,1,0,1,13,6.96129608154297
1,16,0,1,0,6,9,6.51619291305542
1,12,0,1,0,6,10,6.53813982009888
1,17,0,1,0,1,7,6.86901378631592
1,13,0,1,0,5,9,5.99146509170532
1,16,0,1,0,1,5,6.5117449760437
1,18,1,1,0,1,10,7.27378702163696
1,18,0,1,0,1,8,6.27098798751831
1,14,1,1,0,1,7,6.55108022689819
1,8,1,1,0,1,20,6.51471281051636
1,18,0,1,0,1,1,6.20253610610962
1,12,0,1,0,1,6,6.21460819244385
1,16,1,1,0,6,2,6.10924816131592
1,13,1,1,0,6,6,6.39859485626221
1,13,1,1,0,6,9,6.57507610321045
1,12,1,1,0,5,11,6.3543701171875
1,12,1,1,0,1,7,5.85793304443359
1,12,1,1,0,6,6,5.85793304443359
1,16,0,1,0,1,7,6.46614503860474
1,15,0,1,0,1,3,6.51471281051636
1,15,0,1,0,1,7,6.52062082290649
1,12,0,1,0,4,9,6.28039598464966
1,16,0,1,0,1,9,6.2614917755127
1,16,0,1,1,6,6,6.50278997421265
1,14,0,1,0,1,6,5.91350317001343
1,15,0,1,0,6,5,6.48920488357544
1,12,1,1,0,NA,16,6.55108022689819
1,18,0,1,0,6,3,5.7397928237915
1,9,0,1,0,1,18,6.73459100723267
1,14,0,1,0,1,11,6.4922399520874
1,16,0,1,0,1,9,6.53958606719971
1,15,0,1,0,1,7,6.35784196853638
1,17,0,1,0,6,3,6.55819797515869
1,16,0,1,1,1,5,5.67675399780273
1,13,0,1,0,1,7,6.62007284164429
1,16,0,1,0,1,12,7.27378702163696
1,16,0,1,0,1,11,7.09174203872681
1,15,0,1,1,1,12,7.37963199615479
1,14,0,1,1,4,12,6.64509105682373
1,16,0,1,0,6,9,6.24027585983276
1,12,0,1,0,1,13,6.69084215164185
1,17,0,1,0,1,11,6.86901378631592
1,12,0,1,0,1,7,6.51471281051636
1,13,0,1,0,1,5,5.98645210266113
1,14,0,1,0,1,13,6.75110101699829
1,11,1,1,0,1,8,6.54102993011475
1,11,1,1,0,5,7,6.46302890777588
1,13,1,1,0,1,8,5.84354400634766
1,12,1,1,0,5,9,6.32972097396851
1,12,1,1,0,1,6,6.52795791625977
1,16,0,1,1,1,7,6.1506028175354
1,16,0,1,0,6,4,5.70378303527832
1,18,0,1,0,1,1,6.5117449760437
1,16,0,1,0,6,2,5.95324277877808
1,16,0,1,0,1,11,6.69456195831299
1,17,0,1,0,6,1,6.30627489089966
1,16,0,1,0,6,4,6.21460819244385
1,13,0,1,0,1,10,6.58892583847046
1,16,0,1,0,1,6,6.2614917755127
1,15,1,1,0,6,3,6.10924816131592
1,12,1,1,0,1,10,6.62671804428101
1,12,1,1,0,1,6,6.46146821975708
1,12,1,1,0,1,6,5.74620294570923
1,12,0,1,0,1,11,7.26192712783813
1,12,0,1,0,6,10,6.63463401794434
1,12,0,1,0,1,8,6.39693021774292
1,16,0,1,0,1,10,7.01301622390747
1,16,0,1,0,1,11,6.63725805282593
1,12,0,1,0,1,14,6.47697305679321
1,14,0,1,0,1,7,7.05185604095459
1,12,0,1,0,1,6,6.39693021774292
1,12,0,1,0,1,11,6.31896781921387
1,11,0,1,0,1,11,6.29710912704468
1,11,0,1,0,1,8,6.30991792678833
1,11,0,1,0,1,14,6.68461179733276
1,11,0,1,0,1,9,6.90775489807129
1,12,0,1,0,1,13,6.76157283782959
1,13,0,1,0,1,13,6.41836500167847
1,16,0,1,0,1,2,6.25190401077271
1,13,1,1,0,1,11,6.56103086471558
1,13,1,1,0,1,7,6.70686197280884
1,10,1,1,0,6,9,5.70378303527832
1,16,0,1,0,1,8,6.55393409729004
1,16,0,1,0,1,12,7.1869010925293
1,12,1,1,0,1,9,5.9401707649231
1,11,1,1,0,6,9,5.99146509170532
1,11,1,1,0,1,8,6.21059989929199
1,10,1,1,0,1,17,6.49677515029907
1,10,1,1,0,5,17,6.39693021774292
1,18,0,0,1,1,8,6.94118976593018
1,14,0,1,0,6,5,6.98378992080688
1,18,0,1,1,6,0,5.99146509170532
1,16,0,1,0,6,11,6.46302890777588
1,12,0,1,0,1,14,6.42971897125244
1,17,0,1,0,4,7,6.17586708068848
1,16,0,1,0,6,11,6.96413612365723
1,12,0,1,0,1,8,6.30078601837158
1,14,0,1,0,6,6,6.66695690155029
1,18,0,1,0,6,1,6.18414878845215
1,14,0,1,0,1,14,6.58202505111694
1,15,0,1,0,1,7,6.54391193389893
1,15,0,1,0,4,13,6.30809783935547
1,15,0,1,0,1,11,6.67582321166992
1,16,0,1,1,1,11,7.56164216995239
1,15,0,1,0,1,12,6.67582321166992
1,15,0,1,0,5,7,6.80239486694336
1,14,0,1,0,1,12,6.48310804367065
1,12,0,1,0,6,9,6.24027585983276
1,14,0,1,0,4,9,5.95064306259155
1,16,0,0,1,1,5,6.21460819244385
1,15,0,1,0,6,4,6.39859485626221
1,12,0,1,0,1,9,6.08221912384033
1,12,0,1,0,6,7,6.21460819244385
1,18,0,1,0,1,9,7.14203596115112
1,14,0,1,1,1,6,6.61606502532959
1,14,0,1,0,1,7,6.24027585983276
1,12,0,1,1,1,15,6.55108022689819
1,16,0,1,0,1,7,6.51025819778442
1,17,0,1,0,6,7,6.89060878753662
1,13,0,0,0,1,10,5.39362812042236
1,18,0,1,0,1,9,7.09174203872681
1,12,0,0,0,1,12,6.50278997421265
1,14,1,1,0,1,8,6.73101806640625
1,15,0,1,0,1,4,6.0958251953125
1,12,0,1,0,6,7,6.29710912704468
1,14,0,1,1,1,10,6.22455787658691
1,12,0,0,0,1,13,6.68085479736328
1,9,0,1,0,1,9,5.87773609161377
1,12,0,1,0,1,9,6.21460819244385
1,12,0,1,0,1,16,6.86901378631592
1,11,0,1,0,6,11,5.85793304443359
1,15,0,1,0,6,3,5.74620294570923
1,16,0,1,1,1,2,4.76217412948608
1,12,0,1,0,1,15,6.58755016326904
1,13,1,1,0,1,14,6.28413391113281
1,13,1,1,1,1,7,6.27664279937744
1,17,1,1,1,1,5,6.05912303924561
1,16,0,1,0,1,12,6.99759578704834
1,12,0,1,0,1,15,7.56268119812012
1,18,0,1,1,1,8,6.74523591995239
1,12,0,1,0,6,6,5.89989805221558
1,16,0,1,0,6,4,6.16120719909668
1,13,0,1,0,1,7,6.48616123199463
1,12,0,1,0,6,7,6.0867748260498
1,14,0,1,0,1,5,6.13556480407715
0,16,0,1,0,1,6,6.5117449760437
0,12,0,1,0,1,6,7.04751682281494
0,12,0,1,0,4,13,6.68461179733276
0,12,0,1,0,6,7,6.13122701644897
0,12,0,1,0,1,8,5.81114101409912
0,13,0,1,0,1,7,6.55393409729004
0,12,0,1,0,4,7,6.2614917755127
1,7,0,0,0,1,20,6.50278997421265
1,18,0,1,0,1,2,6.46302890777588
1,12,0,1,0,1,6,6.68461179733276
1,12,0,1,0,1,14,6.35784196853638
1,18,0,0,0,1,8,6.04737186431885
1,18,0,1,0,1,5,6.77307987213135
1,15,0,1,0,1,7,6.46146821975708
0,16,0,1,1,1,7,7.00397396087646
0,16,0,1,0,1,4,6.47543287277222
0,12,0,1,1,1,8,6.10924816131592
0,12,0,1,0,4,15,6.82871198654175
0,11,0,1,0,1,10,6.54821920394897
0,15,1,1,0,1,13,6.22455787658691
0,16,0,1,1,1,6,6.32076787948608
0,17,0,0,0,6,2,5.92692613601685
0,15,0,1,1,1,7,6.5117449760437
0,13,0,1,0,1,11,5.73010015487671
0,12,0,1,0,1,16,6.37161207199097
0,12,0,1,0,4,6,6.6605749130249
1,12,0,1,0,1,9,6.48616123199463
1,12,0,1,0,1,10,6.04737186431885
1,16,0,1,0,1,6,7.15617704391479
1,12,0,1,0,1,7,6.86901378631592
1,12,0,1,0,1,12,6.68461179733276
1,12,0,1,0,1,15,6.62007284164429
1,18,0,1,0,4,5,6.47234582901001
1,12,0,1,0,4,11,6.84375
1,17,0,1,0,4,5,6.28599786758423
1,15,0,1,0,6,3,5.66988086700439
1,12,0,0,1,1,11,5.25749492645264
1,18,0,1,0,1,6,6.70686197280884
1,18,0,1,0,1,6,6.70073080062866
1,12,0,1,0,1,11,6.58892583847046
1,12,0,1,0,1,6,7.02553796768188
1,17,1,1,0,1,5,6.42162179946899
1,12,1,1,0,6,8,5.99893712997437
1,11,0,1,0,1,9,6.55819797515869
1,15,0,1,0,1,6,5.8200831413269
1,17,0,1,0,1,5,6.72503423690796
1,17,0,1,0,1,3,5.25749492645264
1,12,0,1,0,1,8,6.59304523468018
1,10,0,1,0,1,10,6.29526615142822
1,12,0,0,0,1,10,6.71295595169067
1,12,0,1,1,1,8,6.08221912384033
1,14,0,1,1,1,4,6.59987115859985
1,16,0,1,0,6,2,6.05678415298462
1,12,0,0,0,1,12,5.82894611358643
1,13,0,1,1,1,15,6.17586708068848
1,16,0,1,0,1,10,6.70563888549805
1,12,0,0,0,1,10,6.21460819244385
1,12,1,1,0,1,7,6.29710912704468
1,16,0,1,0,1,4,6.10255908966064
1,15,0,0,0,1,4,5.37989711761475
1,8,0,1,0,1,12,5.61677122116089
1,15,1,1,0,5,3,5.86363077163696
1,12,0,0,0,1,11,6.58063888549805
1,12,0,0,0,1,9,6.91572284698486
1,17,0,1,0,1,6,6.48310804367065
1,16,0,1,0,1,4,6.68835401535034
1,12,0,1,0,1,9,6.34563589096069
1,16,0,1,0,1,3,6.39693021774292
1,12,0,1,0,1,6,6.46925020217896
1,13,0,1,0,1,7,6.10924816131592
1,13,0,1,1,6,7,6.09807395935059
1,15,0,0,0,1,8,6.38012313842773
1,14,0,1,0,1,5,6.58063888549805
1,12,0,1,0,1,14,6.54102993011475
1,13,0,1,1,6,7,6.27098798751831
1,9,0,1,0,1,15,6.15273284912109
1,16,0,1,0,1,4,6.17586708068848
1,16,0,1,0,1,3,6.13556480407715
1,17,0,1,0,1,10,6.3171648979187
1,14,0,1,0,4,12,6.76273012161255
1,16,0,0,0,1,8,6.56948089599609
1,12,0,0,0,1,6,6.60664987564087
1,14,0,1,0,4,8,6.70563888549805
1,12,0,1,0,1,16,6.51767110824585
1,16,0,1,0,1,7,6.68085479736328
1,13,0,1,0,1,5,6.64509105682373
1,16,0,1,0,1,3,6.13556480407715
1,14,0,1,0,1,4,6.25190401077271
1,12,0,0,0,1,7,5.97381019592285
1,13,0,1,1,1,13,6.68461179733276
0,17,0,1,0,1,4,6.5117449760437
0,16,0,0,0,1,11,6.17586708068848
0,12,0,0,0,1,14,6.81454277038574
0,12,0,0,0,1,7,6.17586708068848
0,11,0,0,0,1,16,6.21460819244385
0,16,0,0,0,1,2,5.95324277877808
0,12,0,1,0,1,6,6.07764196395874
0,12,0,0,0,1,7,6.26530122756958
0,14,0,0,0,6,9,6.81673622131348
0,16,0,0,0,6,3,6.29526615142822
0,13,0,0,0,1,9,6.64509105682373
0,12,0,0,0,6,6,5.42053508758545
0,18,0,0,0,1,3,6.56667184829712
0,18,0,0,0,1,10,5.84643888473511
0,12,0,0,0,1,14,6.66822814941406
0,14,0,1,0,1,6,6.12029695510864
0,16,0,1,0,6,2,6.13122701644897
0,13,0,0,0,1,7,5.62401819229126
0,17,0,1,0,1,11,6.69456195831299
0,14,0,0,0,1,7,6.43615102767944
0,12,0,1,0,1,8,6.5467848777771
0,14,0,0,0,1,6,5.93489408493042
0,12,0,0,0,1,6,6.15909481048584
0,12,0,0,0,1,6,6.05208921432495
0,16,0,0,0,1,2,6.47543287277222
0,15,0,1,0,1,4,6.19644403457642
0,18,0,0,0,4,2,6.82871198654175
0,12,0,0,0,1,6,5.85793304443359
0,13,0,0,0,1,6,6.39693021774292
0,9,0,0,0,1,16,6.06145715713501
0,12,0,0,0,1,8,6.21460819244385
0,9,0,0,0,6,9,6.21460819244385
0,8,0,0,0,1,20,5.85793304443359
0,14,0,0,0,1,7,5.91350317001343
0,16,0,0,0,1,2,5.9401707649231
0,14,0,0,0,1,5,5.52146100997925
0,18,0,1,0,1,6,6.22653722763062
0,12,0,1,0,1,9,6.42810487747192
0,16,0,0,0,1,2,5.94280004501343
0,12,0,0,0,1,12,5.88887786865234
0,12,0,1,0,1,10,6.37672710418701
0,12,0,1,0,1,6,5.85793304443359
0,12,0,1,0,1,14,6.18208503723145
0,11,0,0,0,1,17,6.7274317741394
0,10,0,1,0,1,13,6.28226709365845
1,17,0,0,0,6,5,5.95324277877808
1,11,0,0,0,4,8,6.10924816131592
1,16,0,0,0,1,6,6.19644403457642
1,12,0,0,0,1,6,6.81783103942871
1,18,0,1,0,1,8,6.7226300239563
1,12,0,0,0,1,12,6.07304382324219
1,12,0,0,0,1,8,6.55108022689819
1,10,0,0,0,1,10,6.29526615142822
1,16,0,0,0,6,2,5.44241809844971
0,12,0,0,0,1,16,5.97888612747192
0,12,0,1,0,1,7,6.58063888549805
0,12,0,0,0,4,7,7.07918500900269
0,12,0,1,0,1,7,6.21660614013672
1,16,0,1,0,6,2,5.81711101531982
1,12,0,0,0,1,14,6.33682584762573
0,17,0,0,1,1,11,6.87109088897705
0,12,0,1,0,1,15,7.22548198699951
0,12,0,1,0,1,10,6.68461179733276
0,12,0,1,0,1,12,6.41181898117065
0,16,0,1,0,1,3,6.50727701187134
0,11,0,1,0,1,8,6.09807395935059
0,13,0,1,0,1,6,6.18414878845215
0,18,0,0,0,1,8,6.56526517868042
0,12,0,0,0,1,14,6.85961484909058
0,11,0,0,0,1,8,6.17378616333008
0,13,0,1,0,1,8,6.21460819244385
0,16,0,1,1,6,4,6.12468290328979
1,18,0,0,0,1,0,6.58063888549805
1,12,0,0,0,1,6,6.59714603424072
1,12,0,0,0,1,15,5.7990927696228
1,12,0,0,0,1,9,6.01615715026855
1,12,0,0,0,1,9,6.18620920181274
1,18,0,1,1,1,7,6.86901378631592
1,16,0,0,0,1,2,5.88332176208496
0,12,0,0,0,6,6,5.7990927696228
0,12,0,0,0,1,10,6.43775177001953
0,12,0,0,0,1,8,6.2045578956604
0,12,0,0,0,1,11,6.48157691955566
0,12,0,0,0,1,9,6.58202505111694
0,12,0,0,0,1,7,6.55677795410156
0,9,0,0,0,1,14,6.24222278594971
0,12,0,1,0,4,13,6.43775177001953
0,18,0,0,0,6,5,6.4329400062561
0,15,0,1,0,1,5,6.05678415298462
0,12,0,0,0,1,11,6.48157691955566
0,12,0,0,0,1,12,6.46614503860474
0,12,0,1,0,1,16,6.3543701171875
0,13,0,0,1,1,15,5.74620294570923
0,18,0,0,0,1,0,6.49828195571899
0,13,0,0,0,6,13,6.31896781921387
0,18,0,1,0,6,0,5.70378303527832
0,15,0,0,0,1,7,6.4645881652832
0,14,0,1,0,1,8,6.50278997421265
0,18,0,1,0,1,4,7.185387134552
0,12,0,1,0,1,6,6.22257614135742
0,16,0,1,0,1,3,6.6605749130249
0,14,0,1,0,4,5,6.70563888549805
0,12,0,0,0,6,10,6.25382900238037
0,12,0,0,0,1,9,6.35784196853638
0,11,0,0,0,1,8,5.92692613601685
0,12,0,0,0,1,6,6.21460819244385
0,16,0,1,0,6,6,6.43775177001953
0,16,0,0,0,1,12,6.52795791625977
0,14,0,0,0,1,6,6.15273284912109
0,13,0,0,0,1,8,6.44254016876221
0,13,0,0,0,6,5,6.26339817047119
0,12,0,0,0,1,14,6.3171648979187
1,16,0,1,0,6,3,6.46302890777588
1,13,0,1,0,1,15,6.24027585983276
1,12,0,1,0,1,9,6.40357398986816
1,13,0,1,0,1,14,6.55108022689819
1,12,0,1,0,1,15,6.40687990188599
1,12,0,1,0,1,15,6.92853784561157
1,12,0,1,0,6,13,6.57088279724121
1,12,0,1,0,1,10,6.21460819244385
1,12,0,1,0,1,10,6.36818695068359
1,12,0,1,0,1,13,6.55961513519287
1,16,0,0,0,1,8,6.25382900238037
1,16,0,1,0,1,7,6.48616123199463
1,16,0,1,0,1,6,6.52795791625977
1,13,0,1,0,1,6,5.62040090560913
1,13,1,1,0,1,15,6.56103086471558
1,12,0,1,0,1,16,6.66949796676636
1,18,0,1,0,1,7,7.18462896347046
1,14,0,1,0,6,8,6.00141477584839
1,16,0,1,0,1,3,5.70378303527832
1,12,0,1,0,1,8,6.5117449760437
1,12,0,1,0,1,16,6.58202505111694
1,16,0,0,0,1,4,6.64509105682373
1,16,0,0,0,1,8,6.6333179473877
1,18,0,0,0,1,6,6.07304382324219
1,13,0,0,0,1,15,7.08338785171509
1,17,0,0,0,1,8,6.13556480407715
1,12,0,0,0,1,6,5.91350317001343
1,12,0,0,0,6,12,6.16331481933594
1,12,0,0,0,1,10,6.07534599304199
1,12,0,0,0,6,8,5.80513477325439
1,16,0,1,0,6,9,6.46146821975708
1,12,0,0,0,1,16,6.22455787658691
1,16,0,0,0,1,7,6.43775177001953
1,12,0,0,0,1,13,6.13556480407715
1,17,0,1,1,1,4,6.70563888549805
1,17,0,1,0,1,1,6.07073783874512
1,14,0,1,0,6,5,6.46302890777588
1,15,0,0,0,4,4,5.41610097885132
1,15,1,1,0,1,13,6.58063888549805
1,16,0,1,0,6,4,6.58202505111694
1,16,0,1,0,1,7,6.70563888549805
1,16,0,1,0,1,5,6.49828195571899
1,18,0,1,0,1,4,6.79905605316162
1,11,0,1,0,1,17,6.67582321166992
1,15,0,1,0,1,10,6.28971576690674
1,11,0,1,0,1,10,6.79905605316162
1,15,0,1,0,1,9,6.58063888549805
1,13,0,1,0,1,5,6.82979393005371
1,12,0,1,0,1,10,6.23048210144043
1,16,0,1,0,6,10,6.83410882949829
1,17,0,1,0,1,10,6.55819797515869
1,12,0,1,0,1,12,6.76273012161255
1,16,0,1,0,1,2,6.25382900238037
1,12,0,1,0,1,6,6.03308582305908
1,15,0,1,0,6,5,5.58349609375
1,15,0,1,0,6,3,6.43775177001953
1,12,0,1,0,1,13,6.84588003158569
1,16,0,1,0,6,3,6.64118194580078
1,9,0,1,0,1,14,6.68586111068726
1,15,0,1,0,6,7,6.56103086471558
1,12,0,1,0,1,12,6.52795791625977
1,16,0,1,0,1,4,6.03308582305908
1,18,0,1,0,6,5,6.39693021774292
1,15,0,1,0,4,4,6.5250301361084
1,18,0,0,0,1,7,6.82219696044922
1,12,0,1,0,1,14,6.60394382476807
1,12,0,1,0,4,10,7.06219100952148
1,11,0,1,0,1,12,6.63987588882446
1,12,0,1,0,5,8,6.86901378631592
1,18,0,1,0,6,3,5.70378303527832
1,16,0,1,0,6,2,6.48920488357544
1,12,0,1,0,1,8,6.13556480407715
1,12,0,1,0,1,6,6.58063888549805
1,12,0,1,0,1,7,6.76273012161255
1,11,0,1,0,1,7,6.39024114608765
1,12,0,1,0,1,14,6.81234502792358
1,12,0,1,0,1,11,6.95559310913086
1,13,0,1,1,1,15,6.12029695510864
1,12,1,0,1,6,9,6.51471281051636
1,12,1,1,0,6,6,6.58063888549805
1,7,1,1,0,1,20,6.39693021774292
1,12,1,1,0,6,10,6.82979393005371
1,12,0,1,0,1,10,6.62007284164429
1,12,0,1,0,1,10,6.33328008651733
1,14,0,1,0,1,6,6.43775177001953
1,10,0,0,0,1,13,5.70378303527832
1,12,0,0,0,1,9,7.22983884811401
1,14,0,1,0,1,5,6.15273284912109
1,12,0,1,0,1,10,6.66949796676636
1,16,0,1,0,1,3,5.43807888031006
0,10,0,0,0,4,11,5.96357917785645
0,12,0,1,0,1,15,5.75257301330566
0,17,0,1,0,1,6,5.87211799621582
0,8,0,1,0,1,12,6.21460819244385
0,11,0,0,0,1,16,6.47697305679321
0,12,0,1,0,6,9,6.70318794250488
0,13,0,0,0,6,7,6.47543287277222
0,12,0,1,0,1,11,6.07534599304199
0,11,0,0,0,1,10,6.39693021774292
0,13,0,1,1,1,7,5.32787609100342
0,12,0,1,1,1,9,6.17586708068848
0,13,0,1,1,4,5,6.18414878845215
0,18,0,1,0,1,5,6.63200187683105
0,12,0,1,0,1,8,6.90274286270142
1,12,0,1,0,1,11,7.06219100952148
1,16,0,1,0,1,3,5.74939298629761
1,13,0,1,0,6,6,6.81892395019531
1,13,0,1,0,1,7,6.49828195571899
1,12,0,1,0,4,11,6.66313314437866
1,13,0,1,0,1,13,6.47697305679321
1,9,0,1,1,1,12,5.58724880218506
1,8,0,0,0,1,19,5.87211799621582
1,8,0,0,0,1,19,6.0867748260498
1,11,0,1,0,1,13,6.16331481933594
1,11,0,1,0,1,15,6.58755016326904
1,16,0,1,0,1,6,6.58063888549805
1,12,0,1,0,1,16,6.33328008651733
1,12,0,1,0,1,8,6.39693021774292
1,15,0,1,0,1,4,6.53958606719971
1,15,0,1,0,4,7,6.04737186431885
1,12,0,1,0,1,6,6.66695690155029
1,12,0,1,0,1,13,7.09174203872681
1,16,0,1,0,4,12,6.35784196853638
1,18,0,0,0,1,3,6.45362520217896
1,12,0,1,0,1,9,6.01615715026855
1,16,0,1,0,1,2,5.91350317001343
1,16,0,1,0,1,4,6.67076587677002
1,17,0,1,0,1,1,6.10924816131592
1,12,0,1,0,1,10,7.1316990852356
1,16,0,1,0,1,8,6.69456195831299
1,16,0,1,0,1,8,5.73010015487671
1,12,0,0,0,1,12,6.70563888549805
1,16,0,1,0,6,8,6.5117449760437
1,12,0,0,0,1,11,6.2614917755127
1,15,0,0,0,1,9,5.61677122116089
1,17,0,0,0,1,5,6.04737186431885
1,16,0,1,0,1,6,6.46302890777588
1,12,0,0,0,6,10,6.10924816131592
1,12,0,0,0,1,8,5.8081431388855
1,12,0,0,0,1,14,6.81673622131348
1,11,0,0,0,6,10,4.85202980041504
1,16,0,0,0,1,5,5.98141384124756
1,13,0,1,0,1,9,6.16331481933594
1,13,0,0,0,1,12,6.10924816131592
1,16,0,0,0,1,2,5.70378303527832
1,18,0,1,0,1,5,6.13556480407715
1,12,0,0,0,1,14,6.44572019577026
1,12,0,0,0,1,15,6.18414878845215
1,12,0,0,0,1,12,6.30809783935547
1,12,0,0,0,6,7,5.91889381408691
1,12,0,0,0,1,16,6.46302890777588
1,12,0,1,0,1,11,6.25190401077271
1,9,0,0,0,5,11,5.95324277877808
1,16,0,1,1,1,7,6.10924816131592
0,12,0,0,0,1,8,5.75257301330566
